ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan,split
1420,Agoda,Hotel Santika Bogor,7/3/2023,"pelayanan ramah, lokasi strategis, saat check in jam 14. 00 tapi jam 12 sudah datang spaya dapat disiapkan karena bawa orangtua. kembali sekitar jam 14. 15 setelah makan siang d mall botani tapi kamar kedua belum siap jd harus menunggu lagi sekitar 1 jam baru siap. kolam renang agak kecil jd pas weekend rame, kolam renang terasa padat hahaha. untuk kluarga secara keseluruhan direkomendasikan.",none,none,positif,none,positif,negatif,none,,,"pelayanan ramah, lokasi strategis, saat check in jam 14.",,"pelayanan ramah, lokasi strategis, saat check in jam 14.","kolam renang agak kecil jd pas weekend rame, kolam renang terasa padat hahaha.",,test
1421,Agoda,Hotel Santika Bogor,6/29/2023,"lokasi jadi 1 dengan mal, nilai plusnya sdg minusnya parkir susah! overall okaylah untuk 1 day staycation in bogor",none,none,none,none,netral,negatif,none,,,,,"lokasi jadi 1 dengan mal, nilai plusnya sdg minusnya parkir susah!","lokasi jadi 1 dengan mal, nilai plusnya sdg minusnya parkir susah!",,train
1422,Agoda,Hotel Santika Bogor,6/26/2023,"tempatnya enak, langsung bisa masuk ke mall",none,none,none,none,positif,none,none,,,,,"tempatnya enak, langsung bisa masuk ke mall",,,validation
1423,Agoda,Hotel Santika Bogor,6/22/2023,"nyaman, mudah keluar masuk mall,",positif,none,none,none,positif,none,none,"nyaman, mudah keluar masuk mall,",,,,"nyaman, mudah keluar masuk mall,",,,validation
1424,Agoda,Hotel Santika Bogor,5/11/2023,"tiap kali ke bogor pasti nginepnya di santika bogor, didalam mall dan free desert dan makanan kecil yang enak enak untuk kamar executive, dsri proses registrasi checkin hingga checkout joss semua pokoknya, lancar tidak pake ribet",none,none,netral,positif,none,none,positif,,,"executive, dsri proses registrasi checkin hingga checkout joss semua pokoknya, lancar","santika bogor, didalam mall dan free desert dan makanan kecil yang enak enak untuk",,,"didalam mall dan free desert dan makanan kecil yang enak enak untuk kamar executive, dsri",train
1425,Agoda,Hotel Santika Bogor,5/9/2023,nyaman untuk staycation,positif,none,none,none,none,none,none,nyaman untuk staycation,,,,,,,train
1426,Agoda,Hotel Santika Bogor,5/1/2023,"lokasi baik. bersih. kamar luas plus sofa besar. cuma kolam renang kecil terbatas. lift kecil isi terbatas, mesti sabar nunggu. breakfast mestinya masih bisa di tingkatkan lagi untuk sekelas santika. kurang worthed untuk 155rb extra tambahan perorg. overall baik sih.",positif,positif,none,none,positif,negatif,netral,kamar luas plus sofa besar.,bersih.,,,lokasi baik.,cuma kolam renang kecil terbatas.,breakfast mestinya masih bisa di tingkatkan lagi untuk sekelas santika.,train
1427,Agoda,Hotel Santika Bogor,4/26/2023,"hotel strategis di bogor, satu kawasan dengan mall botani square, kamar cukup bersih dan sarapan yang lumayan untuk hotel bintang sekelasnya.",none,positif,none,none,positif,none,netral,,"mall botani square, kamar cukup bersih dan sarapan yang lumayan untuk hotel bintang",,,"hotel strategis di bogor, satu kawasan dengan mall botani",,"square, kamar cukup bersih dan sarapan yang lumayan untuk hotel bintang sekelasnya",train
1428,Agoda,Hotel Santika Bogor,4/22/2023,liftnya mohon ditambah.,none,none,none,none,none,none,none,,,,,,,,train
1429,Agoda,Hotel Santika Bogor,3/6/2023,"kami sudah menginap beberapa kali di hotel ini, mulai dari kamar deluxe, executive dan kali ini mencoba kamar suitenya. kamarnya bagus, luas dan bersih. free mini bar, dan dapat snack sore berupa pastry. namun sayangnya, meski kami menginap di suite, tapnu pemanda",none,positif,none,positif,none,none,netral,,"kamarnya bagus, luas dan bersih.",,"free mini bar, dan dapat snack sore berupa pastry.",,,"free mini bar, dan dapat snack sore berupa pastry.",train
1430,Agoda,Hotel Santika Bogor,1/12/2023,berlibur sambil berbelanja dengan nyaman di santika botani square,positif,none,none,none,positif,none,none,berlibur sambil berbelanja dengan nyaman di santika botani square,,,,berlibur sambil berbelanja dengan nyaman di santika botani square,,,train
1431,Agoda,Hotel Santika Bogor,1/2/2023,"bagi yang ingin berlibur di kota bogor sambil kuliner dan shopping, hotel ini sangat strategis karena satu gedung dengan mall botanical bogor.",none,none,none,none,positif,none,none,,,,,"dan shopping, hotel ini sangat strategis karena satu gedung dengan mall botanical bogor",,,train
1432,Agoda,Hotel Santika Bogor,12/27/2022,"sangat menyenangkan menginap disini, karena akses mall mudah, kamar luas, makan mudah di dapat di hotel ini",positif,none,none,none,none,none,none,"disini, karena akses mall mudah, kamar luas, makan mudah di dapat di hotel ini",,,,,,,train
1433,Agoda,Hotel Santika Bogor,12/27/2022,anak2 suka di sini mau apa2 tidak ssh mall nya komplit.,none,none,none,none,positif,none,none,,,,,anak2 suka di sini mau apa2 tidak ssh mall nya komplit.,,,train
1434,Agoda,Hotel Santika Bogor,12/25/2022,lokasi berseberlahan dengan botani square jadi lebih enjoy,none,none,none,none,netral,none,none,,,,,lokasi berseberlahan dengan botani square jadi lebih enjoy,,,train
1435,Agoda,Hotel Santika Bogor,12/6/2022,ada di dalam. mall. dekat kebun raya.,none,none,none,none,positif,none,none,,,,,dekat kebun raya.,,,train
1436,Agoda,Hotel Santika Bogor,11/11/2022,"berada dimall botani square, dekat kebun raya bogor",none,none,none,none,positif,none,none,,,,,"berada dimall botani square, dekat kebun raya bogor",,,train
1437,Agoda,Hotel Santika Bogor,10/22/2022,santika bagus dan lokasi sangat tepat,none,none,none,none,netral,none,none,,,,,santika bagus dan lokasi sangat tepat,,,test
1438,Agoda,Hotel Santika Bogor,9/17/2022,lokasi mudah. gampang cari makanan karena bersebelahan dengan mall botani. staf ramah. kebersihan juara. breakfast nya lumayan banyak.,none,none,positif,none,netral,none,positif,,,staf ramah.,,lokasi mudah.,,breakfast nya lumayan banyak.,train
1439,Agoda,Hotel Santika Bogor,9/5/2022,next akan menginap lagi disini.,none,none,none,none,none,none,none,,,,,,,,train
1440,Agoda,Hotel Santika Bogor,7/25/2022,"menginap disini bagus tempat nya dan mewah. breakfast untuk anak kedua hanya bauar 75ribu. kamar luas, bersih, modern dan rapi, kamar mandi bersih dan wangi, menu breakfast banyak dan enak, staf ramah, hanya kurang fasilitas tempat parkir yang ada di luar gedung bersama parkir pengunjung mall (harus nya ada parkiran tersendiri di dalam gedung atau area hotel)",positif,positif,positif,none,none,negatif,positif,"kamar luas, bersih, modern dan rapi, kamar mandi","kamar luas, bersih, modern dan rapi, kamar mandi bersih dan wangi","menu breakfast banyak dan enak, staf ramah, hanya kurang fasilitas tempat parkir yang",,,"enak, staf ramah, hanya kurang fasilitas tempat parkir yang ada di luar gedung bersama","kamar mandi bersih dan wangi, menu breakfast banyak dan enak, staf ramah, hanya",validation
1441,Agoda,Hotel Santika Bogor,7/13/2022,"secara umum hotel ini recomended. tempat strategis. bersih. staf ramah. breakfast baik. layak diberikan bintang 5. hanya saja pengalaman menginap hari ke-2, lantai toilet area kering nya banjir. sepertinya ada pipa yang bocor. jadinya untuk kali ini saya berikan bintang 4 dulu, ya.",none,positif,positif,none,positif,none,positif,,bersih.,staf ramah.,,tempat strategis.,,breakfast baik.,train
1442,Agoda,Hotel Santika Bogor,7/9/2022,"pelayanannya mantap. kamar bersih, makanan enak",positif,positif,none,none,none,none,positif,"kamar bersih, makanan enak","kamar bersih, makanan enak",,,,,"kamar bersih, makanan enak",train
1443,Agoda,Hotel Santika Bogor,7/2/2022,kamarnya luas untuk bawa anak kecil dan ada kolam renang. sarapan still baik. dan ada mall jd dkt kmn2.,none,none,none,none,none,netral,positif,,,,,,kamarnya luas untuk bawa anak kecil dan ada kolam renang.,sarapan still baik.,train
1444,Agoda,Hotel Santika Bogor,6/6/2022,"breakfast banyak pilihan. enak2 semua makanan nya. kolam renang bersih, kamar bersh dan nyaman",none,positif,none,none,none,netral,positif,,"kolam renang bersih, kamar bersh dan nyaman",,,,"kolam renang bersih, kamar bersh dan nyaman",breakfast banyak pilihan.,train
1445,Agoda,Hotel Santika Bogor,5/27/2022,sangat baik pelayanan dan menyenangkan menginap di hotel santika bogor,none,none,positif,none,none,none,none,,,sangat baik pelayanan dan menyenangkan menginap di hotel santika bogor,,,,,train
1446,Agoda,Hotel Santika Bogor,5/8/2022,mall tinggal lewat basemen mao ke mesjid masih dalam satu area mao dinner banyak makanan tersedia di mall,none,none,none,none,none,none,positif,,,,,,,dalam satu area mao dinner banyak makanan tersedia di mall,train
1447,Agoda,Hotel Santika Bogor,5/7/2022,"untuk pertama kalinya berlibur di bogor dan menginap di santika. letaknya strategis, menyatu dengan mall terbesar di bogor, dekat dengan kebun raya bogor, dekat dengan outlet, staf ramah, kamar luas, staf ramah. yang kurang adalah lift. menurut saya dengan jumlah lantai dan kamar yang banyak seharusnya jumlah lift hotel ditambah menjadi 4 supaya kami penghuni hotel tidak lama menunggu ketika mau naik ke kamar ataupun turun ke restoran atau lobby. selebihnya sudah bagud. mohon dipertahankan pelayanannya.",positif,none,positif,none,positif,negatif,none,"dekat dengan outlet, staf ramah, kamar luas, staf ramah",,"raya bogor, dekat dengan outlet, staf ramah, kamar luas, staf ramah",,"letaknya strategis, menyatu dengan mall terbesar di bogor, dekat",yang kurang adalah lift.,,validation
1448,Agoda,Hotel Santika Bogor,4/28/2022,lokasinya enak buat yang demen nge mall soalnya langsung terkoneksi dengan mall botani square. kamarnya juga bersih dan nyaman. staf nya juga ramah. anak2 saya senang nginap di sini. kurangnya tak ada kolam renang saja,none,positif,positif,none,none,negatif,none,,kamarnya juga bersih dan nyaman.,staf nya juga ramah.,,,kurangnya tak ada kolam renang saja,,train
1449,Agoda,Hotel Santika Bogor,4/11/2022,"kami menginap saat bulan ramadhan: + dekat dengan masjid alumni ipb + banyak tempat makan, mudah mencari untuk berbuka dan makan malam + kolam renang bersih, kolam anak dan dewasa terpisah + staf ramah + fasilitas di kamar berfungsi dengan baik - pada saat makan sahur terjadi antrian di resto, menu nya tidak variatif, mungkin karena sahur. - di lorong hotel ada sampah bekas makanan dari malem sampe sahur masih ada, agak mengganggu pemandangan.",netral,netral,positif,none,none,positif,positif,"sahur masih ada, agak mengganggu pemandangan","dan makan malam + kolam renang bersih, kolam anak dan dewasa terpisah + staf ramah +",kolam anak dan dewasa terpisah + staf ramah + fasilitas di kamar berfungsi dengan baik,,,"untuk berbuka dan makan malam + kolam renang bersih, kolam anak dan dewasa terpisah + staf","sahur terjadi antrian di resto, menu nya tidak variatif, mungkin karena sahur",train
1450,Agoda,Hotel Santika Bogor,4/5/2022,"pengalaman pertama menginap di santika bogor, dan semuanya sudah berjalan dengan sangat baik.",none,none,none,none,none,none,none,,,,,,,,train
1451,Agoda,Hotel Santika Bogor,3/13/2022,"secara lokasi, dekat kemana-mana, staffnya oke2 semua, sudah mencitrakan nama besar santika. untuk kelas bintang 3 ini the best di bogor. harus coba makanan di hotel ini, enak banget tidak kalah sama kuliner2 bogor yang gurih2. sedikit complain tentang air conditioner, mungkin harus di kontrol lebih baik lagi, lama dinginnya",none,none,none,none,positif,none,positif,,,,,"secara lokasi, dekat kemana-mana, staffnya oke2 semua, sudah mencitrakan nama besar santika.",,"harus coba makanan di hotel ini, enak banget tidak kalah sama kuliner2 bogor yang gurih2.",train
1452,Agoda,Hotel Santika Bogor,2/20/2022,sarapannya mungkin dibuat lebih enak lagi rasanya,none,none,none,none,none,none,none,,,,,,,,train
1453,Agoda,Hotel Santika Bogor,1/17/2022,shower hanya tersedia model gantung atau menempel di atap atau dinding bagian atas. tidak tersedia shower selang sehingga tidak bisa membersihkan bagian selangkangan. tisu sudah habis di hari terakhir. semestinya disediakan tisu cukup banyak di berbagai tempat.,netral,none,none,none,none,none,none,shower hanya tersedia model gantung atau menempel di atap atau dinding bagian atas.,,,,,,,train
1454,Agoda,Hotel Santika Bogor,1/8/2022,variasi untuk makanan pagi nya sedikit,none,none,none,none,none,none,negatif,,,,,,,variasi untuk makanan pagi nya sedikit,train
1455,Agoda,Hotel Santika Bogor,12/19/2021,"lokasi strategis, makanan enak, kamar bersih",positif,positif,none,none,positif,none,positif,"lokasi strategis, makanan enak, kamar bersih","lokasi strategis, makanan enak, kamar bersih",,,"lokasi strategis, makanan enak, kamar bersih",,"lokasi strategis, makanan enak, kamar bersih",test
1456,Agoda,Hotel Santika Bogor,12/18/2021,"hotelnya bersih, lokasi strategis",none,positif,none,none,positif,none,none,,"hotelnya bersih, lokasi strategis",,,"hotelnya bersih, lokasi strategis",,,test
1457,Agoda,Hotel Santika Bogor,12/18/2021,"lokasi strategis, bersih, makanan enak",none,positif,none,none,positif,none,positif,,"lokasi strategis, bersih, makanan enak",,,"lokasi strategis, bersih, makanan enak",,"lokasi strategis, bersih, makanan enak",train
1458,Agoda,Hotel Santika Bogor,12/10/2021,"dibandingkan pertama kali kesana, santika bogor ini menurun banget kualitasnya. sumpah sih. agak kecewa. dari segi kamar terutama, sudah harus revitalisasi biar bisa ttp bagus kayak dulu. dari staf ramaah dan helpfull sih, kolam renangnya bersih banget, foto2 di kolamnya kayak lagi di bali gitu.",none,positif,netral,none,none,netral,none,,"dan helpfull sih, kolam renangnya bersih banget, foto2 di kolamnya kayak lagi di bali","dari staf ramaah dan helpfull sih, kolam renangnya bersih",,,"dari staf ramaah dan helpfull sih, kolam renangnya bersih banget, foto2 di kolamnya kayak",,train
1459,Agoda,Hotel Santika Bogor,10/5/2021,"lokasi nyambung mall, bersih, dikasih air minum 4 botol, kolam renangnya ternyata tidak terlalu besar, tapi bersih, menu sarapannya baik, cuma liftnya agak kecil, jadi agak nunggu lama. overall baik sih.",none,positif,none,none,netral,negatif,positif,,"lokasi nyambung mall, bersih, dikasih air minum 4 botol, kolam renangnya",,,"lokasi nyambung mall, bersih, dikasih air minum 4","dikasih air minum 4 botol, kolam renangnya ternyata tidak terlalu besar, tapi","tidak terlalu besar, tapi bersih, menu sarapannya baik, cuma liftnya agak kecil, jadi",train
1460,Agoda,Hotel Santika Bogor,9/29/2021,lokasi strategis di jantung kota bogor dan staf yang ramah.,none,none,positif,none,positif,none,none,,,lokasi strategis di jantung kota bogor dan staf yang ramah.,,lokasi strategis di jantung kota bogor dan staf yang ramah.,,,test
1461,Agoda,Hotel Santika Bogor,9/15/2021,"enak di hotel ini karena nempel sama mall. jd kalau mau main ke mall, tinggal cus.",none,none,none,none,positif,none,none,,,,,enak di hotel ini karena nempel sama mall.,,,train
1462,Agoda,Hotel Santika Bogor,6/9/2021,cukup memuaskan dan terima kasih.,none,none,none,none,none,none,none,,,,,,,,train
1463,Agoda,Hotel Santika Bogor,2/14/2021,"sepenilaian saya si ini hotel biasa aja menang karna akses yang langsung ke mall botani aja untuk fasilitas kurang, kolam renang 'b' aja, breakfast soso la, kamar lumayan. sepertinya memang sudah agak lama hotel ini.",none,none,none,none,none,negatif,netral,,,,,,"langsung ke mall botani aja untuk fasilitas kurang, kolam renang 'b' aja, breakfast soso la","kurang, kolam renang 'b' aja, breakfast soso la, kamar lumayan",train
1464,Agoda,Hotel Santika Bogor,2/4/2021,"alhamdulillah pilihan tepat menginap di santika bogor saat pandemi. setiap pintu masuk hotel dijaga ketat dengan prokes. mulai dari wajib memakai masker, lalu membasuh tangan dengan hand sanitizer, cek suhu, telapak sepatu/sandal disemprot desinfektan. di resepsionis juga disediakan masker dan sarung tangan plastik. didalam kamar disediakan sendok plastik dan gelas plastik sekali pakai yang dikemas sedemikian rupa sehingga terlihat higienis. saat sarapan, kursi makan juga diatur sehingga berjarak antara satu dengan yang lain. selain hotel yang nyaman, stafnya juga sangat ramah. bravo hotel santika bogor, sukses terus ya. semoga pandemi ini segera berakhir, aamiin.",positif,positif,netral,none,none,none,netral,"selain hotel yang nyaman, stafnya juga sangat ramah.",sedemikian rupa sehingga terlihat higienis,di resepsionis juga disediakan masker dan sarung tangan plastik.,,,,"saat sarapan, kursi makan juga diatur sehingga berjarak antara satu dengan yang lain.",train
1465,Agoda,Hotel Santika Bogor,1/30/2021,hotelnya letaknya strategis sekali namun sayang makanannya kurang rasa dan kamar mandi umum lantai 3 kurang bersih. sedangkan yang lainnya cukup baik,netral,positif,none,none,positif,none,netral,sayang makanannya kurang rasa dan kamar mandi umum lantai 3 kurang bersih,kamar mandi umum lantai 3 kurang bersih,,,hotelnya letaknya strategis sekali namun sayang makanannya kurang rasa dan,,strategis sekali namun sayang makanannya kurang rasa dan kamar mandi umum lantai 3 kurang,train
